Date(yyyy-mm-dd),City,Country,LonCenter,LatCenter,BoundingCoordinates,Median,Q1,Q3,Mean,Baseline_Median,Baseline_Q1,Baseline_Q3,Baseline_Mean,NumGoodSamples,NumTotalSamples
2015-01-01,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.121,3.062,8.94,6.787,7.324,4.833,10.036,8.136,122,542
2015-01-02,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.298,2.842,9.321,6.616,7.401,5.026,10.237,8.257,107,551
2015-01-03,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.703,2.666,8.669,6.193,7.384,5.022,10.175,8.297,91,545
2015-01-04,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.703,2.638,8.327,6.094,7.599,5.011,10.357,8.384,95,552
2015-01-05,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.388,2.617,7.492,5.665,7.38,5.357,10.401,8.398,86,553
2015-01-06,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.388,2.617,7.492,5.665,7.261,4.769,10.154,8.086,86,541
2015-01-07,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.388,2.617,7.492,5.703,7.253,4.756,10.29,8.099,83,549
2015-01-08,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.879,3.183,7.141,5.575,6.941,4.475,9.452,7.599,113,537
2015-01-09,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.804,4.295,7.428,6.742,7.041,4.668,9.425,7.721,87,543
2015-01-10,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.572,4.172,7.141,5.547,6.62,4.519,9.285,7.425,54,501
2015-01-11,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.804,4.295,7.263,6.209,6.698,4.575,9.152,7.519,86,520
2015-01-12,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.804,4.295,7.263,6.171,7.202,4.938,9.571,7.89,73,513
2015-01-13,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.864,4.295,7.414,6.44,7.028,4.936,9.352,7.806,82,508
2015-01-14,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.864,4.295,7.414,6.44,7.068,5.028,9.496,7.857,82,517
2015-01-15,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.804,4.172,7.263,6.29,7.212,5.023,9.846,7.894,87,498
2015-01-16,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.804,4.172,7.263,6.29,7.134,4.927,9.746,7.906,87,510
2015-01-17,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.052,4.295,7.492,6.856,7.075,5.007,9.518,7.889,96,496
2015-01-18,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.983,4.295,7.428,6.891,6.639,4.898,8.815,7.617,89,511
2015-01-19,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.052,4.724,7.586,6.982,6.495,4.837,8.551,7.347,85,506
2015-01-20,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.052,4.295,7.447,6.927,6.358,4.623,8.047,6.943,92,512
2015-01-21,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.052,4.295,7.447,6.927,6.44,4.763,8.323,7.209,92,516
2015-01-22,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.253,4.78,9.184,7.569,6.515,4.892,8.615,7.448,117,505
2015-01-23,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],8.674,5.678,12.337,9.292,6.732,4.827,8.901,7.473,87,512
2015-01-24,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.669,4.724,9.184,7.578,6.484,4.481,8.817,7.318,118,498
2015-01-25,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.669,4.724,9.184,7.578,6.106,4.167,8.733,7.137,118,547
2015-01-26,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.253,4.401,8.199,7.329,5.999,4.087,8.481,7.059,86,547
2015-01-27,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.079,4.354,8.199,7.12,5.742,3.987,7.892,6.612,102,566
2015-01-28,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.888,4.354,8.029,6.964,5.595,4.006,8.092,6.569,93,556
2015-01-29,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.888,4.155,8.029,6.827,5.352,3.892,7.244,6.281,121,551
2015-01-30,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.236,4.354,8.029,6.953,5.453,4.08,7.316,6.412,116,558
2015-01-31,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.669,4.354,8.411,7.35,5.506,4.032,7.307,6.305,125,537
2015-02-01,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.888,3.84,8.029,6.996,5.53,3.918,7.528,6.475,116,551
2015-02-02,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.804,4.12,7.611,6.516,5.418,3.857,7.41,6.339,145,538
2015-02-03,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.804,4.12,7.611,6.516,5.347,3.731,7.29,6.319,145,552
2015-02-04,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.302,4.354,8.156,7.014,5.683,3.941,7.572,6.568,156,547
2015-02-05,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.669,4.471,8.2,7.138,5.668,4.025,7.672,6.469,186,549
2015-02-06,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.302,4.354,8.029,6.732,5.535,3.953,7.403,6.258,161,552
2015-02-07,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.628,4.538,8.156,6.934,5.61,3.972,7.561,6.3,188,542
2015-02-08,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.002,4.885,9.47,7.479,5.68,4.025,7.964,6.457,157,549
2015-02-09,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.55,3.897,8.56,7.007,5.839,3.877,7.897,6.414,165,534
2015-02-10,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.55,3.897,8.56,7.007,5.823,3.994,7.87,6.461,165,538
2015-02-11,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.758,4.351,8.727,7.143,5.85,4.145,8.012,6.605,149,497
2015-02-12,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.776,4.433,8.791,7.163,5.768,4.038,7.917,6.538,156,519
2015-02-13,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.821,4.549,9.143,7.311,5.923,4.224,8.217,6.792,128,512
2015-02-14,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.302,3.851,8.39,6.831,5.743,4.064,7.71,6.482,155,508
2015-02-15,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.946,3.851,8.156,6.469,5.628,3.78,7.712,6.326,146,519
2015-02-16,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.302,3.897,8.358,6.666,5.564,3.672,7.424,6.065,153,500
2015-02-17,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.842,3.851,10.136,7.268,5.574,3.644,7.549,6.085,124,513
2015-02-18,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.743,3.583,8.791,6.579,5.463,3.646,7.512,6.041,144,502
2015-02-19,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.072,3.58,7.94,5.864,5.272,3.747,7.216,5.858,126,516
2015-02-20,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.211,3.58,8.051,6.366,5.257,3.788,7.305,5.935,125,511
2015-02-21,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.388,3.58,8.051,6.356,5.156,3.762,7.1,5.826,141,513
2015-02-22,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.009,3.413,6.882,6,5.126,3.751,6.896,5.758,114,515
2015-02-23,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.009,3.413,6.882,6,4.971,3.635,6.438,5.474,114,504
2015-02-24,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.541,3.583,8.051,6.442,4.974,3.618,6.543,5.527,106,512
2015-02-25,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.21,2.895,6.03,5.444,4.528,3.161,6.119,5.132,130,501
2015-02-26,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.21,2.895,6.03,5.444,4.564,3.256,6.087,5.148,130,549
2015-02-27,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.658,2.659,5.687,4.766,4.308,3.122,6.012,4.947,161,551
2015-02-28,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.658,2.659,5.687,4.766,4.11,2.967,5.823,4.695,161,571
2015-03-01,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.791,2.701,5.743,4.923,4.044,2.89,5.761,4.652,134,561
2015-03-02,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.859,2.757,5.629,4.876,4.141,3.013,5.749,4.714,159,555
2015-03-03,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.791,2.713,5.101,4.668,4.083,2.901,5.634,4.625,152,564
2015-03-04,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.658,2.701,5.126,4.605,3.972,2.888,5.458,4.544,169,543
2015-03-05,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.501,2.654,5.009,4.579,3.923,2.878,5.362,4.475,149,553
2015-03-06,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.127,2.757,5.798,4.901,3.846,2.723,5.323,4.391,180,541
2015-03-07,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.658,2.659,5.165,4.132,3.679,2.7,4.951,4.078,151,556
2015-03-08,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.614,2.654,4.972,4.04,3.512,2.577,4.786,3.903,135,550
2015-03-09,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.541,2.654,4.965,3.997,3.552,2.623,4.766,3.92,147,554
2015-03-10,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.541,2.654,4.965,3.997,3.397,2.486,4.55,3.755,147,558
2015-03-11,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.658,2.654,4.972,4.003,3.552,2.521,4.662,3.806,173,548
2015-03-12,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.032,2.713,5.533,4.258,3.612,2.438,4.705,3.808,149,555
2015-03-13,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.032,2.713,5.533,4.258,3.358,2.2,4.502,3.571,149,542
2015-03-14,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.856,3.501,6.281,4.928,3.481,2.279,4.649,3.72,111,544
2015-03-15,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.856,3.501,6.281,4.928,3.579,2.288,4.65,3.761,111,501
2015-03-16,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.825,3.2,6.101,4.808,3.331,2.109,4.61,3.583,144,522
2015-03-17,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.849,3.172,6.663,4.88,3.335,2.097,4.665,3.594,119,515
2015-03-18,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.568,2.729,6.101,4.564,3.435,2.135,4.776,3.625,145,512
2015-03-19,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.825,2.959,6.281,4.677,3.481,2.139,4.855,3.593,128,524
2015-03-20,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.127,2.65,5.846,4.315,3.316,2.09,4.693,3.535,146,503
2015-03-21,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.997,1.99,4.099,3.148,3.119,1.972,4.293,3.278,115,515
2015-03-22,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.997,1.99,4.099,3.148,3.115,1.971,4.304,3.278,115,505
2015-03-23,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.997,1.99,4.099,3.148,3.177,2.065,4.408,3.341,115,521
2015-03-24,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.01,1.965,4.265,3.167,3.034,2.016,4.193,3.227,104,515
2015-03-25,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.01,1.965,4.265,3.167,3.079,2.113,4.243,3.324,104,518
2015-03-26,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.734,1.681,3.567,2.852,2.882,1.975,4.111,3.207,78,517
2015-03-27,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.811,1.869,3.734,2.994,3.215,2.193,4.482,3.474,90,505
2015-03-28,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.811,1.869,3.734,2.994,3.281,2.341,4.532,3.575,90,511
2015-03-29,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.424,2.51,4.306,3.424,3.39,2.374,4.663,3.742,117,499
2015-03-30,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.424,2.51,4.306,3.424,3.54,2.453,5.013,3.894,117,547
2015-03-31,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.491,2.527,4.306,3.454,3.72,2.659,5.131,4.099,86,548
2015-04-01,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.491,2.472,4.404,3.569,3.854,2.806,5.247,4.189,118,567
2015-04-02,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.88,2.836,4.811,4.007,3.9,2.903,5.531,4.298,106,560
2015-04-03,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.975,2.822,5.024,4.289,4.011,2.916,5.524,4.378,131,553
2015-04-04,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.26,2.958,5.474,4.737,4.111,2.911,5.583,4.416,128,566
2015-04-05,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.276,2.988,5.794,4.934,4.222,3.122,5.811,4.619,148,544
2015-04-06,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.276,2.988,5.794,4.934,4.255,3.103,5.877,4.635,148,553
2015-04-07,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.778,3.491,6.206,5.09,4.438,3.225,5.966,4.754,176,546
2015-04-08,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.834,3.585,6.275,5.309,4.665,3.432,6.133,4.986,195,560
2015-04-09,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.647,3.265,6.203,5.094,4.679,3.373,6.2,4.971,213,554
2015-04-10,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.689,3.265,6.275,5.154,4.733,3.399,6.224,5.012,242,561
2015-04-11,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.689,3.334,6.279,5.222,4.541,3.234,6.11,4.901,254,561
2015-04-12,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.647,3.24,6.275,5.148,4.559,3.222,6.145,4.899,266,551
2015-04-13,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.075,3.243,6.712,5.474,4.577,3.227,6.182,4.864,239,559
2015-04-14,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.834,3.264,6.24,5.229,4.549,3.25,6.098,4.821,267,546
2015-04-15,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.834,3.264,6.206,5.206,4.468,3.287,5.953,4.753,265,550
2015-04-16,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.834,3.353,6.206,5.259,4.363,3.191,5.801,4.693,233,507
2015-04-17,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.892,3.334,6.206,5.399,4.489,3.32,5.941,4.815,251,523
2015-04-18,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.053,3.521,6.206,5.412,4.567,3.363,5.95,4.866,235,515
2015-04-19,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.74,3.24,6.027,5.184,4.691,3.439,6.146,5.06,248,507
2015-04-20,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.605,3.182,5.928,5.084,4.654,3.417,6.223,5.008,249,520
2015-04-21,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.603,3.188,5.928,5.045,4.661,3.502,6.251,5.047,270,501
2015-04-22,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.156,3.076,5.708,4.925,4.688,3.529,6.156,5.05,242,508
2015-04-23,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.851,3.11,5.309,4.555,4.532,3.479,5.976,4.911,247,496
2015-04-24,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.958,3.142,5.46,4.745,4.629,3.559,6.083,5.009,245,511
2015-04-25,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.958,3.24,5.46,4.782,4.581,3.517,6.027,4.968,246,509
2015-04-26,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.03,3.242,5.59,4.894,4.816,3.731,6.277,5.185,252,515
2015-04-27,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.156,3.331,5.928,5.119,4.828,3.782,6.385,5.273,264,516
2015-04-28,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.296,3.38,6.164,5.29,5.013,3.851,6.528,5.405,288,502
2015-04-29,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.439,3.37,7.115,5.521,5.2,3.936,6.857,5.563,260,510
2015-04-30,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.666,3.44,6.747,5.548,5.397,4.136,6.942,5.769,289,499
2015-05-01,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.666,3.44,6.747,5.548,5.541,4.242,7.02,5.884,289,546
2015-05-02,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.936,3.623,6.747,5.461,5.528,4.266,7.042,5.901,296,547
2015-05-03,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.972,3.64,7.012,5.637,5.673,4.424,7.282,6.082,320,567
2015-05-04,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.072,3.919,7.115,5.796,5.716,4.526,7.26,6.136,297,559
2015-05-05,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.138,3.979,7.129,5.843,5.915,4.73,7.426,6.33,283,555
2015-05-06,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.214,4.03,7.326,5.972,6.006,4.781,7.503,6.398,272,563
2015-05-07,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.309,4.152,7.301,5.976,6.091,4.905,7.634,6.523,294,546
2015-05-08,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.642,4.646,7.563,6.36,6.186,5.095,7.752,6.68,269,558
2015-05-09,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.677,4.669,7.286,6.27,6.288,5.154,7.778,6.721,284,543
2015-05-10,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.846,4.846,7.284,6.469,6.487,5.304,7.948,6.893,268,555
2015-05-11,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.541,4.646,7.148,6.184,6.229,5.116,7.726,6.699,268,556
2015-05-12,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.622,4.682,7.196,6.277,6.235,5.116,7.677,6.709,267,561
2015-05-13,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.868,4.83,7.211,6.306,6.228,5.12,7.666,6.688,269,567
2015-05-14,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.109,4.846,7.335,6.553,6.258,5.09,7.596,6.683,293,554
2015-05-15,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.21,4.947,7.393,6.74,6.296,5.074,7.601,6.659,264,559
2015-05-16,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.472,5.212,7.567,6.729,6.323,5.111,7.637,6.636,291,548
2015-05-17,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.666,5.238,7.831,6.919,6.253,5.063,7.524,6.556,252,553
2015-05-18,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.558,5.174,7.715,6.715,6.121,4.93,7.502,6.473,219,557
2015-05-19,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.544,4.947,7.642,6.676,6.263,4.915,7.654,6.578,245,578
2015-05-20,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.555,4.947,7.729,6.701,6.155,4.834,7.596,6.488,247,568
2015-05-21,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.544,4.933,7.729,6.662,6.161,4.912,7.518,6.48,265,563
2015-05-22,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.558,4.91,7.729,6.653,6.25,4.955,7.623,6.529,264,570
2015-05-23,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.523,4.91,7.576,6.598,6.29,4.995,7.597,6.576,285,550
2015-05-24,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.544,4.843,7.831,6.775,6.248,4.956,7.557,6.558,254,565
2015-05-25,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.238,4.84,7.562,6.502,6.233,4.976,7.608,6.568,268,550
2015-05-26,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.467,5.218,7.729,6.809,6.303,5.131,7.665,6.672,252,558
2015-05-27,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.316,5.174,7.567,6.632,6.204,5.054,7.62,6.57,229,556
2015-05-28,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.238,5.109,7.536,6.492,6.193,4.987,7.56,6.552,204,558
2015-05-29,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.107,5.109,7.449,6.158,6.197,4.933,7.535,6.497,204,560
2015-05-30,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.231,5.109,7.508,6.303,6.108,4.791,7.406,6.38,229,550
2015-05-31,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.107,4.84,7.149,6.185,6.11,4.743,7.309,6.37,202,557
2015-06-01,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.316,5.218,7.449,6.489,6.142,4.841,7.405,6.465,232,545
2015-06-02,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.316,5.218,7.449,6.489,6.172,4.941,7.399,6.463,232,545
2015-06-03,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.107,4.622,6.978,6.085,5.979,4.688,7.147,6.2,239,547
2015-06-04,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.118,4.646,7.006,6.145,6.028,4.728,7.189,6.259,262,566
2015-06-05,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.118,4.741,7.149,6.203,5.916,4.605,7.319,6.235,244,559
2015-06-06,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.046,4.602,6.955,6.109,6.031,4.601,7.444,6.317,245,554
2015-06-07,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.046,4.599,7.028,6.091,5.917,4.572,7.337,6.195,245,564
2015-06-08,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.964,4.576,6.98,6.04,5.832,4.507,7.307,6.152,263,544
2015-06-09,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.964,4.284,7.427,6.141,5.717,4.388,7.271,6.055,235,558
2015-06-10,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.965,4.653,7.306,6.149,5.821,4.475,7.163,6.073,252,544
2015-06-11,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.007,4.738,7.364,6.229,5.883,4.534,7.253,6.147,269,556
2015-06-12,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.965,4.737,7.352,6.217,5.879,4.564,7.348,6.184,297,551
