Date(yyyy-mm-dd),City,Country,LonCenter,LatCenter,BoundingCoordinates,Median,Q1,Q3,Mean,Baseline_Median,Baseline_Q1,Baseline_Q3,Baseline_Mean,NumGoodSamples,NumTotalSamples
2018-06-21,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.476,4.107,6.718,5.692,5.237,4.242,6.374,5.58,176,562
2018-06-22,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.492,4.142,6.898,5.815,5.183,4.228,6.369,5.546,151,566
2018-06-23,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.335,3.754,6.718,5.481,5.146,4.202,6.317,5.509,169,554
2018-06-24,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.492,4.107,6.898,5.706,5.132,4.249,6.338,5.532,159,562
2018-06-25,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.138,4.006,6.304,5.42,4.967,4.137,6.23,5.403,183,549
2018-06-26,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.138,4.006,6.304,5.42,4.899,4.071,6.108,5.31,183,552
2018-06-27,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.944,3.735,6.104,5.142,4.735,3.876,5.966,5.159,167,554
2018-06-28,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.882,3.719,5.703,4.971,4.723,3.761,5.846,5.112,165,574
2018-06-29,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.739,3.65,5.528,4.614,4.582,3.644,5.656,4.91,150,568
2018-06-30,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.868,3.673,5.684,4.788,4.65,3.66,5.669,4.947,167,561
2018-07-01,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.899,3.732,5.781,4.928,4.533,3.612,5.518,4.861,158,574
2018-07-02,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.882,3.66,5.781,4.838,4.583,3.638,5.549,4.884,178,552
2018-07-03,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.113,3.079,5.16,4.507,4.412,3.547,5.421,4.746,147,561
2018-07-04,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.256,3.079,5.29,4.398,4.395,3.507,5.41,4.703,134,549
2018-07-05,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.179,3.079,5.29,4.404,4.363,3.513,5.472,4.699,139,564
2018-07-06,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.996,3.042,5.121,4.252,4.098,3.29,5.253,4.491,157,558
2018-07-07,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.996,3.042,5.121,4.254,4.096,3.267,5.297,4.506,188,561
2018-07-08,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.009,3.072,5.158,4.296,4.054,3.246,5.304,4.469,194,563
2018-07-09,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.987,3.067,5.121,4.25,4.037,3.22,5.17,4.38,209,551
2018-07-10,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.761,2.958,5.234,4.15,3.955,3.12,5.06,4.231,185,558
2018-07-11,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.805,2.998,5.16,4.17,3.958,3.073,4.957,4.196,203,546
2018-07-12,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.902,3.001,5.298,4.27,3.863,3.053,4.882,4.138,185,551
2018-07-13,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.91,3.008,5.298,4.297,3.828,2.993,4.919,4.144,178,514
2018-07-14,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.987,3.008,5.298,4.427,3.774,2.894,4.919,4.124,201,530
2018-07-15,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.74,2.958,5.134,4.151,3.819,2.888,4.995,4.129,176,522
2018-07-16,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.761,2.909,5.16,4.141,3.837,2.849,5.077,4.129,177,514
2018-07-17,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.74,2.909,5.106,4.149,3.696,2.79,4.821,3.977,158,526
2018-07-18,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.697,2.825,4.994,4.072,3.646,2.752,4.679,3.921,165,506
2018-07-19,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.585,2.639,4.544,3.948,3.597,2.609,4.511,3.8,161,517
2018-07-20,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.222,2.532,4.485,3.687,3.519,2.583,4.516,3.744,181,508
2018-07-21,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.313,2.4,4.501,3.736,3.624,2.694,4.55,3.818,180,525
2018-07-22,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.525,2.544,4.544,3.722,3.594,2.668,4.445,3.745,167,517
2018-07-23,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.672,2.604,4.781,3.896,3.552,2.632,4.4,3.697,172,522
2018-07-24,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.872,2.863,5.207,4.266,3.577,2.702,4.46,3.752,179,526
2018-07-25,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.872,2.863,5.229,4.26,3.627,2.737,4.573,3.828,205,514
2018-07-26,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.829,2.791,5.229,4.254,3.619,2.72,4.527,3.799,187,522
2018-07-27,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.872,2.965,5.019,4.17,3.619,2.799,4.508,3.808,215,510
2018-07-28,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.872,2.965,5.019,4.17,3.538,2.713,4.501,3.751,215,552
2018-07-29,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.793,2.936,4.8,3.965,3.573,2.748,4.632,3.786,213,554
2018-07-30,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.793,2.895,4.793,3.942,3.487,2.617,4.454,3.673,222,573
2018-07-31,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.79,2.895,4.777,3.946,3.482,2.606,4.437,3.641,214,565
2018-08-01,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.79,2.895,4.777,3.929,3.488,2.593,4.507,3.655,218,559
2018-08-02,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.793,2.895,4.793,3.957,3.402,2.564,4.294,3.545,217,569
2018-08-03,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.752,2.863,4.742,3.869,3.464,2.584,4.338,3.599,233,547
2018-08-04,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.793,3.048,4.833,4.056,3.404,2.584,4.209,3.569,208,555
2018-08-05,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.634,2.821,4.637,3.872,3.37,2.532,4.186,3.541,214,542
2018-08-06,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.63,2.672,4.617,3.842,3.345,2.495,4.199,3.534,210,558
2018-08-07,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.366,2.616,4.216,3.648,3.309,2.45,4.071,3.487,205,552
2018-08-08,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.318,2.583,4.143,3.433,3.246,2.418,4.044,3.407,210,554
2018-08-09,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.236,2.549,3.991,3.323,3.276,2.495,4.198,3.49,204,556
2018-08-10,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.25,2.561,3.991,3.345,3.276,2.495,4.235,3.509,223,544
2018-08-11,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.926,2.389,3.812,3.181,3.302,2.506,4.378,3.542,195,551
2018-08-12,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.166,2.544,3.847,3.244,3.324,2.542,4.38,3.541,223,539
2018-08-13,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.015,2.542,3.79,3.143,3.221,2.514,4.255,3.469,192,544
2018-08-14,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.041,2.542,3.812,3.154,3.213,2.501,4.265,3.487,183,502
2018-08-15,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.041,2.542,3.812,3.143,3.246,2.479,4.366,3.501,206,521
2018-08-16,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.056,2.542,3.817,3.167,3.251,2.482,4.319,3.492,211,514
2018-08-17,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.085,2.542,3.822,3.18,3.385,2.542,4.484,3.584,230,511
2018-08-18,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.166,2.542,3.822,3.23,3.362,2.527,4.486,3.584,221,525
2018-08-19,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.051,2.496,3.812,3.149,3.391,2.543,4.475,3.601,241,503
2018-08-20,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.236,2.43,3.847,3.225,3.455,2.551,4.536,3.652,218,514
2018-08-21,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.336,2.556,3.922,3.336,3.508,2.577,4.581,3.687,222,504
2018-08-22,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.468,2.594,4.129,3.548,3.597,2.629,4.736,3.785,216,520
2018-08-23,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.447,2.674,4.189,3.601,3.63,2.647,4.829,3.832,217,515
2018-08-24,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.537,2.699,4.189,3.682,3.551,2.583,4.712,3.75,226,521
2018-08-25,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.559,2.78,4.492,3.876,3.44,2.559,4.645,3.744,231,523
2018-08-26,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.559,2.78,4.586,3.903,3.387,2.517,4.581,3.701,243,511
2018-08-27,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.526,2.711,4.808,4.03,3.388,2.519,4.643,3.755,215,518
2018-08-28,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.702,2.779,4.761,3.97,3.524,2.588,4.773,3.875,236,505
2018-08-29,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.702,2.779,4.761,3.97,3.543,2.626,4.763,3.886,236,552
2018-08-30,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.713,2.863,4.808,4.042,3.551,2.662,4.903,3.973,230,553
2018-08-31,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.866,2.86,4.918,4.128,3.544,2.696,4.896,3.983,242,570
2018-09-01,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.02,2.995,4.919,4.282,3.692,2.722,4.911,4.055,227,561
2018-09-02,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.013,2.995,4.919,4.282,3.764,2.76,4.987,4.107,220,553
2018-09-03,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.172,3.152,5.045,4.481,3.685,2.782,5.009,4.134,202,566
2018-09-04,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.136,3.052,4.957,4.367,3.743,2.762,5.001,4.166,221,545
2018-09-05,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.119,2.992,5.165,4.426,3.764,2.814,5.082,4.202,203,555
2018-09-06,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.09,3.051,4.919,4.285,3.78,2.837,5.04,4.212,209,545
2018-09-07,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.136,3.052,4.919,4.322,3.788,2.857,4.993,4.182,181,561
2018-09-08,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.092,3.007,4.791,4.172,3.721,2.84,4.956,4.149,157,555
2018-09-09,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.893,2.785,4.662,3.897,3.804,2.833,4.984,4.136,162,560
2018-09-10,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.888,2.788,4.57,3.862,3.87,2.915,5.011,4.193,150,564
2018-09-11,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.888,2.793,4.684,3.972,3.853,2.89,5.022,4.171,177,551
2018-09-12,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.888,2.785,4.888,4.042,3.887,2.918,5.059,4.171,156,559
2018-09-13,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.888,2.841,4.727,4.082,3.97,2.949,5.093,4.279,183,548
2018-09-14,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.865,2.788,4.684,4.064,3.93,2.924,5.052,4.235,165,554
2018-09-15,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.843,2.785,4.619,3.985,3.968,2.925,5.145,4.299,143,513
2018-09-16,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.808,2.781,4.526,3.851,3.739,2.901,4.969,4.161,133,530
2018-09-17,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.808,2.781,4.526,3.851,3.604,2.802,4.807,4.045,133,523
2018-09-18,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.843,2.781,4.619,3.967,3.739,2.828,4.745,4.031,156,517
2018-09-19,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.888,2.877,4.692,4.059,3.816,2.924,4.812,4.061,137,530
2018-09-20,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.808,2.752,4.619,3.926,3.755,2.868,4.753,4.045,158,509
2018-09-21,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.542,2.628,4.692,3.873,3.726,2.882,4.793,4.062,134,518
2018-09-22,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.416,2.524,4.278,3.637,3.657,2.847,4.885,4.1,165,505
2018-09-23,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.432,2.671,4.526,3.78,3.689,2.88,4.934,4.134,160,519
2018-09-24,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.474,2.733,4.598,3.882,3.782,2.85,5.241,4.296,142,514
2018-09-25,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.593,2.739,4.714,4.032,3.82,2.839,5.24,4.26,172,517
2018-09-26,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.542,2.739,4.692,3.933,3.897,2.908,5.356,4.36,145,521
2018-09-27,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.542,2.733,4.526,3.866,3.85,2.868,5.322,4.381,171,508
2018-09-28,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.426,2.646,4.47,3.746,3.801,2.805,5.222,4.267,144,515
2018-09-29,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.44,2.699,4.183,3.688,3.827,2.847,5.171,4.333,172,502
2018-09-30,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.44,2.699,4.183,3.688,3.788,2.955,5.131,4.303,172,552
2018-10-01,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.45,2.797,4.44,3.732,3.916,3.014,5.261,4.441,211,554
2018-10-02,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.531,2.739,4.44,3.723,4.029,3.075,5.333,4.451,242,572
2018-10-03,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.449,2.739,4.308,3.635,4.238,3.201,5.635,4.658,217,566
2018-10-04,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.546,2.816,4.602,3.758,4.267,3.221,5.727,4.706,244,558
2018-10-05,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.611,2.849,4.714,3.83,4.35,3.302,5.792,4.801,223,572
2018-10-06,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.623,2.924,4.731,3.848,4.397,3.319,5.81,4.829,244,550
2018-10-07,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.832,3.197,4.801,4.051,4.366,3.382,5.757,4.841,213,561
2018-10-08,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.795,3.259,4.766,4.071,4.484,3.457,5.918,4.991,243,551
2018-10-09,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.755,3.249,4.759,4.049,4.459,3.419,5.87,4.944,232,564
2018-10-10,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.623,3.161,4.602,3.817,4.546,3.486,6.116,5.136,212,558
2018-10-11,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.653,3.161,4.759,3.988,4.598,3.589,6.159,5.176,241,561
2018-10-12,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.697,3.184,4.801,4.046,4.606,3.635,6.056,5.165,215,565
2018-10-13,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.755,3.197,4.957,4.123,4.662,3.674,6.21,5.252,240,552
2018-10-14,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.054,3.249,5.125,4.272,4.672,3.668,6.118,5.213,212,559
2018-10-15,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.468,3.361,5.684,4.643,4.845,3.723,6.304,5.343,241,545
2018-10-16,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.572,3.438,5.922,4.827,4.905,3.754,6.428,5.378,202,550
2018-10-17,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.634,3.538,5.922,4.921,5.11,3.958,6.648,5.632,171,508
2018-10-18,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.898,3.558,6.025,5.316,4.968,3.869,6.439,5.55,204,525
2018-10-19,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.692,3.538,6.025,5.299,4.867,3.799,6.385,5.504,177,517
2018-10-20,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.024,3.565,6.181,5.51,4.822,3.684,6.245,5.421,202,511
2018-10-21,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.189,3.587,6.595,5.674,4.823,3.633,6.314,5.388,181,526
2018-10-22,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.251,3.65,6.703,5.701,4.882,3.724,6.425,5.507,192,504
2018-10-23,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.763,4.49,7.329,6.237,4.915,3.84,6.381,5.417,162,514
2018-10-24,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.763,4.49,7.329,6.237,4.951,3.873,6.437,5.484,162,504
2018-10-25,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.856,4.857,7.447,6.744,4.888,3.876,6.177,5.35,152,519
2018-10-26,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.008,5.024,7.447,6.753,4.944,3.872,6.23,5.483,123,513
2018-10-27,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.008,5.024,7.447,6.731,4.91,3.901,6.136,5.489,125,517
2018-10-28,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.025,5.042,7.639,7.041,4.835,3.892,6.109,5.423,100,518
2018-10-29,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.301,5.042,7.666,7.011,5.002,3.988,6.218,5.58,125,507
2018-10-30,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.703,5.111,9.295,7.719,4.938,3.93,6.249,5.523,96,513
2018-10-31,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.703,5.283,8.77,7.316,5.084,4.007,6.714,5.715,125,501
2018-11-01,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.703,5.283,8.77,7.316,4.979,3.96,6.607,5.641,125,549
2018-11-02,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.578,5.189,8.346,6.871,5.098,3.998,6.699,5.7,115,550
2018-11-03,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.773,5.28,8.77,6.998,5.268,4.051,7.098,5.866,134,569
2018-11-04,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.773,5.162,8.313,6.878,5.584,4.238,7.346,6.145,109,559
2018-11-05,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.773,5.283,8.313,6.873,5.775,4.407,7.617,6.36,112,550
2018-11-06,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.773,5.283,8.9,6.98,5.676,4.339,7.598,6.259,101,564
2018-11-07,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.773,5.283,8.9,6.98,6.053,4.611,7.976,6.498,101,543
2018-11-08,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.773,5.283,8.9,6.98,5.953,4.557,7.901,6.515,101,554
2018-11-09,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.048,5.14,7.725,6.513,5.87,4.619,7.639,6.479,131,543
2018-11-10,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.048,5.14,7.725,6.513,5.691,4.521,7.217,6.152,131,558
2018-11-11,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.887,5.092,7.504,6.365,5.703,4.589,7.376,6.293,137,552
2018-11-12,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.048,5.14,7.691,6.457,5.933,4.706,7.837,6.532,167,558
2018-11-13,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.899,5.106,7.667,6.413,6.036,4.774,7.802,6.609,142,558
2018-11-14,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.887,5.092,7.504,6.346,6.045,4.788,7.754,6.619,167,547
2018-11-15,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.741,5.001,7.107,6.168,5.905,4.733,7.48,6.476,138,554
2018-11-16,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.466,4.635,6.834,5.807,5.963,4.71,7.775,6.619,165,541
2018-11-17,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.385,4.579,6.281,5.604,6.019,4.82,7.707,6.665,142,548
2018-11-18,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.345,4.534,6.242,5.418,6.242,4.821,7.732,6.848,123,506
2018-11-19,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.398,4.635,6.563,5.813,6.215,4.794,7.755,6.888,157,525
2018-11-20,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.398,4.597,6.563,5.81,6.208,4.796,7.722,6.869,154,519
2018-11-21,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.585,4.671,6.834,5.975,6.227,4.852,7.773,6.891,181,513
2018-11-22,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.585,4.671,6.834,5.975,6.131,4.791,7.7,6.763,181,526
2018-11-23,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.525,4.716,6.752,5.935,6.167,4.825,7.79,6.895,201,505
2018-11-24,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.6,4.534,7.049,6.078,6.217,4.8,7.795,6.961,171,515
2018-11-25,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.149,4.127,6.568,5.669,6.334,4.839,8.107,7.099,202,507
2018-11-26,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.23,4.18,6.752,5.767,6.373,4.748,8.002,7.05,194,522
2018-11-27,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.974,4.127,6.211,5.593,6.312,4.875,8.241,7.309,166,517
2018-11-28,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.149,4.143,6.816,5.937,6.144,4.773,8.327,7.212,196,522
2018-11-29,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.995,4.127,6.816,5.957,6.2,4.775,8.9,7.412,171,522
2018-11-30,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.396,4.143,7.137,6.243,6.546,4.848,9.097,7.631,197,511
